   ,DEL_DATE,SHOP_CODE,MATERIAL,EFF_DURATION,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,EFF_DURN
52563,2/12/2004,6,others,11,9,20,11,11,WBRC,CO-25,11
52684,2/12/2004,6,others,1,0,1,1,1,RMB,CO-71,1
52817,2/11/2004,6,others,9,9,18,9,9,others,"CO-6,9,12",9
52853,2/10/2004,6,others,9,9,18,9,9,others,"CO-30,32",9
52856,2/10/2004,6,others,9,9,18,9,9,others,"CO-60,63",9
52871,2/10/2004,6,others,1,11.15,12.15,1,1,OT-1,CO-5,1
52955,2/10/2004,6,others,1.416667,8.35,10,1.25,1.25,OT-1,CO-7,1.416667
52960,2/10/2004,6,others,1.75,10.3,12.15,1.45,1.45,OT-3,CO-7,1.75
53036,2/9/2004,6,others,4.25,8,12.15,4.15,4.15,others,CO-7,4.25
53095,2/8/2004,6,others,1,23.15,0.15,1,1,others,CO-60,1
53277,2/7/2004,6,others,0.5,10,10.3,0.3,0.3,LOCP,CO-49,0.5
53600,2/5/2004,6,others,3,12.15,15.15,3,3,OT-1,CO-5,3
53774,2/4/2004,6,others,1.583333,3.35,5.1,1.35,1.35,LOCP,CO-44,1.583333
54802,1/27/2004,6,others,8.666667,9.5,18.3,8.4,8.4,others,CO-5,8.666667
55616,1/21/2004,6,others,7.75,9,16.45,7.45,7.45,BRC,CO-31,7.75
56737,1/12/2004,6,others,11,6,17,11,11,WBRC,CO-25,11
57260,1/8/2004,6,others,9,9,18,9,9,others,CO-7,9
57835,1/3/2004,6,others,8.75,10,18.45,8.45,8.45,others,"CO-6,9,12",8.75
58064,1/2/2004,6,others,0.75,19.15,20,0.45,0.45,LOCP,CO-39,0.75
58808,12/28/2003,6,others,1,10.15,11.15,1,1,LOCP,CO-36,1
58904,12/27/2003,6,others,9,9,18,9,9,others,CO-84,9
59894,12/19/2003,6,others,4.5,10.3,15,4.3,4.3,others,CO-10,4.5
59936,12/19/2003,6,others,7.5,10.3,18,7.3,7.3,others,CO-77,7.5
60412,12/16/2003,6,others,1,17,18,1,1,RMB,CO-71,1
60421,12/16/2003,6,others,1,17,18,1,1,others,CO-71,1
61091,12/11/2003,6,others,10,9,19,10,10,others,CO-31,10
61481,12/8/2003,6,others,4.5,11.3,16,4.3,4.3,others,CO-90,4.5
61801,12/5/2003,6,others,2.583333,22.4,1.15,2.35,2.35,others,CO-59,2.583333
63533,11/22/2003,6,others,8.5,9,17.3,8.3,8.3,others,CO-68,8.5
63546,11/22/2003,6,others,0.5,16.3,17,0.3,0.3,others,CO-78 ,0.5
64651,11/14/2003,6,others,7.5,10,17.3,7.3,7.3,WBRC,CO-25,7.5
64661,11/14/2003,6,others,8.25,10,18.15,8.15,8.15,BRC,CO-32,8.25
64662,11/14/2003,6,others,8.25,10,18.15,8.15,8.15,others,CO-59,8.25
65502,11/8/2003,6,others,7.75,10.3,18.15,7.45,7.45,others,CO-7,7.75
65586,11/7/2003,6,others,2,17,19,2,2,LOCP,CO-44,2
66464,11/1/2003,6,others,9,10,19,9,9,others,CO-63,9
66901,10/29/2003,6,others,9.5,9,18.3,9.3,9.3,OT-3,"CO-5,8,11",9.5
66902,10/29/2003,6,others,9.5,9,18.3,9.3,9.3,BRC,CO-32,9.5
66940,10/28/2003,6,others,3.5,17.45,21.15,3.3,3.3,LOCP,CO-38,3.5
67383,10/25/2003,6,others,2,14,16,2,2,others,CO-69,2
68133,10/19/2003,6,others,4.333333,11,15.2,4.2,4.2,LOCP,CO-49,4.333333
68363,10/18/2003,6,others,9,9,18,9,9,BRC,CO-34,9
68377,10/18/2003,6,others,1,18,19,1,1,WBRC,CO-26,1
70054,10/7/2003,6,others,6.75,10.45,17.3,6.45,6.45,others,"CO-35,78",6.75
70857,10/1/2003,6,others,9.25,9,18.15,9.15,9.15,BRC,CO-30,9.25
70887,10/1/2003,6,others,9.25,9,18.15,9.15,9.15,others,CO-7,9.25
71313,9/28/2003,6,others,8.5,9.3,18,8.3,8.3,BRC,"CO-61,64",8.5
73923,9/11/2003,6,others,9,9,18,9,9,others,CO-31,9
74013,9/10/2003,6,others,0.916667,9.35,10.3,0.55,0.55,OT-1,CO-6,0.916667
74437,9/8/2003,6,others,9,9,18,9,9,others,CO-34,9
74542,9/7/2003,6,others,9,9,18,9,9,others,"CO-80,81",9
75416,8/31/2003,6,others,4.583333,9.25,14,4.35,4.35,others,CO-69,4.583333
75890,8/28/2003,6,others,10,8,18,10,10,others,"CO-6,9,12",10
76313,8/25/2003,6,others,8.25,11.3,19.45,8.15,8.15,LOCP,CO-45,8.25
76458,8/24/2003,6,others,10.75,8,18.45,10.45,10.45,others,"CO-5,8,11",10.75
76501,8/23/2003,6,others,8.333333,9,17.2,8.2,8.2,others,"CO-67,70",8.333333
76653,8/22/2003,6,others,4.5,21,1.3,4.3,4.3,LOCP,CO-29,4.5
77219,8/19/2003,6,others,1.25,6.3,7.45,1.15,1.15,LOCP,CO-44,1.25
79007,8/6/2003,6,others,1.5,11,12.3,1.3,1.3,LOCP,CO-37,1.5
79648,8/2/2003,6,others,8.5,9,17.3,8.3,8.3,others,CO-7,8.5
79668,8/2/2003,6,others,10,9,19,10,10,others,"CO-14,17",10
79672,8/2/2003,6,others,10,9,19,10,10,BRC,CO-34,10
79983,7/31/2003,6,others,0.666667,20.5,21.3,0.4,0.4,others,CO-62,0.666667
634,3/26/2005,7,others,7.5,11,18.3,7.3,7.3,others,CO-74,7.5
2781,3/8/2005,7,others,9.5,9,18.3,9.3,9.3,others,CO-7,9.5
3276,3/4/2005,7,22P,2.083333,7.4,9.45,2.05,2.05,OT-3,CO-15,2.083333
3675,3/1/2005,7,32R,10.75,7.3,18.15,10.45,10.45,others,CO-85,10.75
3951,2/27/2005,7,others,2.5,10,12.3,2.3,2.3,others,CO-35,2.5
3961,2/27/2005,7,32P,9,9,18,9,9,others,CO-61,9
5727,2/13/2005,7,20.64P,8,10,18,8,8,BRC,CO-32,8
5728,2/13/2005,7,others,8,10,18,8,8,BRC,CO-35,8
5756,2/13/2005,7,others,10.5,9,19.3,10.3,10.3,others,CO-15,10.5
5863,2/12/2005,7,20.64P,0.5,13.1,13.4,0.3,0.3,OT-2,CO-15,0.5
5996,2/11/2005,7,others,8,9,17,8,8,others,CO-35,8
7322,2/1/2005,7,20P,3.25,6,9.15,3.15,3.15,LOCP,"CO-44,45",3.25
7362,2/1/2005,7,others,9.166667,9.5,19,9.1,9.1,others,CO-16,9.166667
7653,1/30/2005,7,20R,9.75,9.15,19,9.45,9.45,others,CO-6,9.75
7719,1/30/2005,7,others,3.833333,22.4,2.3,3.5,3.5,LOCP,CO-113,3.833333
8645,1/22/2005,7,20.64P,8,10,18,8,8,others,CO-15 ,8
9096,1/19/2005,7,16R,10,9,19,10,10,WBRC,"CO-61,64",10
9713,1/14/2005,7,18P,9.5,9,18.3,9.3,9.3,BRC,CO-32,9.5
10535,1/7/2005,7,28P,5,18.1,23.1,5,5,WBRC,CO-29,5
10967,1/4/2005,7,others,9.25,9,18.15,9.15,9.15,others,"CO-78,85",9.25
10992,1/4/2005,7,others,9.25,9,18.15,9.15,9.15,others,CO-18,9.25
12039,12/27/2004,7,20R,2,1.3,3.3,2,2,others,CO-60,2
12090,12/27/2004,7,20R,9.5,9,18.3,9.3,9.3,others,"CO-5,8,11",9.5
13044,12/20/2004,7,others,0.5,1.3,2,0.3,0.3,others,CO-74,0.5
13961,12/13/2004,7,others,10,9,19,10,10,others,"CO-59,62",10
14123,12/12/2004,7,20R,2,3.4,5.4,2,2,others,CO-70,2
14244,12/10/2004,7,20P,2,6,8,2,6.3,others,CO-62,2
14517,12/8/2004,7,16R,5.5,0.3,6,5.3,5.3,others,CO-62,5.5
14765,12/6/2004,7,16R,9.5,9,18.3,9.3,9.3,others,CO-60,9.5
15374,12/2/2004,7,others,11,8,19,11,11,others,CO-64,11
15483,12/1/2004,7,others,10,9,19,10,10,others,CO-7,10
16912,11/20/2004,7,36R,8.166667,10,18.1,8.1,8.1,others,CO-58,8.166667
16929,11/20/2004,7,others,8.5,10,18.3,8.3,8.3,others,CO-5,8.5
17286,11/17/2004,7,others,1,8.45,9.45,1,1,RMB,CO-71,1
17434,11/16/2004,7,16R,6.333333,6,12.2,6.2,14.2,LOCP,CO-50,6.333333
17951,11/12/2004,7,18P,8,22,6,8,8,LOCP,CO-50,8
18310,11/9/2004,7,others,2.416667,15.35,18,2.25,2.25,OT-3,CO-24,2.416667
18748,11/6/2004,7,22P,4.5,10.3,15,4.3,4.3,others,CO-65,4.5
20192,10/26/2004,7,16R,8.25,10.45,19,8.15,8.15,others,CO-6,8.25
21094,10/19/2004,7,others,9.5,9,18.3,9.3,9.3,others,"CO-61,64",9.5
21749,10/14/2004,7,others,4.5,12.3,17,4.3,4.3,RMB,CO-71,4.5
21784,10/14/2004,7,others,9.5,9,18.3,9.3,9.3,others,CO-6,9.5
22070,10/11/2004,7,others,2.25,14,16.15,2.15,2.15,LOCP,CO-50,2.25
22411,10/9/2004,7,others,1,14,15,1,1,RMB,CO-71,1
22635,10/6/2004,7,25P,11.5,9,20.3,11.3,11.3,others,"CO-18,79",11.5
22678,10/6/2004,7,25P,8.666667,9,17.4,8.4,8.4,BRC,CO-31,8.666667
23123,10/2/2004,7,others,1.5,6,7.3,1.3,16.3,others,CO-71,1.5
23968,9/24/2004,7,28R,9.75,9,18.45,9.45,9.45,others,"CO-5.8,11",9.75
24180,9/22/2004,7,others,1.833333,11.45,13.35,1.5,1.5,others,CO-35,1.833333
24185,9/22/2004,7,16R,0.25,11.25,11.4,0.15,0.15,OT-1,CO-4,0.25
24199,9/22/2004,7,16R,2,0,0,2,2,RMB,CO-71,2
24401,9/21/2004,7,16R,4,15.15,19.15,4,4,others,CO-14,4
24719,9/18/2004,7,16P,3,15,18,3,3,RMB,CO-71,3
24720,9/18/2004,7,16P,15,15,6,15,15,others,CO-71,15
25126,9/15/2004,7,16R,5,10,15,5,5,others,CO-65,5
25254,9/14/2004,7,16R,9,10,19,9,9,others,CO-6,9
25401,9/13/2004,7,16R,5.333333,10,15.2,5.2,5.2,WBRC,CO-26,5.333333
25754,9/10/2004,7,others,9.5,9.3,19,9.3,9.3,WBRC,"CO-60,63",9.5
25820,9/9/2004,7,others,8,9.3,17.3,8,8,others,CO-7,8
26248,9/6/2004,7,20R,17.833333,7,0.5,17.5,17.5,others,CO-26,17.833333
26837,9/1/2004,7,others,8.5,9.3,18,8.3,8.3,others,"CO-59,62",8.5
27633,8/26/2004,7,others,11.833333,9,20.5,11.5,11.5,others,CO-7,11.833333
27951,8/24/2004,7,others,5.5,13,18.3,5.3,5.3,LOCP,"CO-44,46",5.5
28621,8/18/2004,7,20R,9.5,9,18.3,9.3,9.3,BRC,CO-32,9.5
28679,8/18/2004,7,others,2.166667,9.3,11.4,2.1,2.1,OT-2,CO-24,2.166667
28827,8/17/2004,7,20R,1.083333,16.1,17.15,1.05,1.05,LOCP,CO-44,1.083333
28911,8/16/2004,7,others,2.916667,23.5,2.45,2.55,2.55,LOCP,CO-39,2.916667
28936,8/16/2004,7,22R,1,3.5,4.5,1,1,others,CO-57,1
29045,8/15/2004,7,others,1.666667,17.05,18.45,1.4,1.4,OT-3,CO-22,1.666667
29047,8/15/2004,7,others,8.25,9,17.15,8.15,8.15,others,"CO-77,84",8.25
29049,8/15/2004,7,22R,8.25,9,17.15,8.15,8.15,others,CO-17,8.25
30254,8/5/2004,7,16R,2.5,22,0.3,2.3,2.3,LOCP,CO-46,2.5
30584,8/3/2004,7,others,6.5,9,15.3,6.3,6.3,others,CO-65,6.5
31432,7/27/2004,7,25R,9.5,9,18.3,9.3,9.3,others,"CO-61,64",9.5
32088,7/22/2004,7,others,2.75,14.45,17.3,2.45,2.45,LOCP,CO-36,2.75
32178,7/21/2004,7,16R,2.5,10,12.3,2.3,2.3,others,CO-70,2.5
32330,7/20/2004,7,others,12,10,22,12,12,LOCP,CO-36,12
32442,7/19/2004,7,others,4,22,2,4,4,others,CO-13,4
32453,7/19/2004,7,16R,1.5,23.15,0.45,1.3,1.3,OT-1,CO-13,1.5
32638,7/18/2004,7,others,8.166667,10,18.1,8.1,8.1,LOCP,CO-44,8.166667
33110,7/14/2004,7,36P,2.333333,20.3,22.5,2.2,2.2,LOCP,CO-51,2.333333
34221,7/6/2004,7,20R,10,9,19,10,10,others,"CO-6,9,12",10
34959,6/30/2004,7,16R,5.5,18.3,0,5.3,5.3,others,CO-13,5.5
35035,6/29/2004,7,16R,10.5,8,18.3,10.3,10.3,others,CO-10,10.5
35039,6/29/2004,7,others,8.5,10,18.3,8.3,8.3,others,"CO-35,78",8.5
35040,6/29/2004,7,others,7,10,17,7,7,others,CO-65,7
35075,6/29/2004,7,others,10.5,8,18.3,10.3,10.3,others,"CO-50,49",10.5
36527,6/18/2004,7,25P,9.75,9,18.45,9.45,9.45,others,CO-5,9.75
38176,6/5/2004,7,20.64P,6,10,16,6,6,others,CO-79,6
38312,6/5/2004,7,20.64P,17.5,10.45,4.15,17.3,17.3,others,CO-69,17.5
38799,6/1/2004,7,16R,8.25,9.45,18,8.15,8.15,others,CO-61,8.25
38933,5/31/2004,7,16R,3,21.3,0.3,3,3,LOCP,CO-39,3
39600,5/26/2004,7,25R,1.75,12.15,14,1.45,1.45,OT-3,CO-9,1.75
39601,5/26/2004,7,25R,1,13.4,14.4,1,1,OT-1,CO-13,1
39767,5/25/2004,7,25R,1.416667,16.35,18,1.25,1.25,OT-2,CO-9,1.416667
40282,5/22/2004,7,others,8,6,14,8,8.25,others,CO-13,8
40392,5/21/2004,7,others,9.75,12.15,22,9.45,9.45,others,CO-9,9.75
40410,5/21/2004,7,others,9.5,9,18.3,9.3,9.3,others,CO-66,9.5
40415,5/21/2004,7,others,2.166667,6,8.1,2.1,2.35,OT-2,CO-13,2.166667
41048,5/16/2004,7,20R,0.416667,5.35,6,0.25,0.25,OT-2,CO-13,0.416667
41534,5/12/2004,7,16R,8.166667,9.3,17.4,8.1,8.1,others,"CO-78,85",8.166667
41692,5/11/2004,7,16R,5.25,14,19.15,5.15,5.15,LOCP,CO-47,5.25
43879,4/24/2004,7,others,0.666667,10.35,11.15,0.4,0.4,others,CO-63,0.666667
43946,4/24/2004,7,others,10.333333,7.4,18,10.2,10.2,others,CO-7,10.333333
44430,4/19/2004,7,20P,2,21,23,2,2,OT-1,CO-4,2
44774,4/16/2004,7,20.64P,9,9,18,9,9,others,"CO-59,62",9
44781,4/16/2004,7,20.64P,8,9,17,8,8,others,"CO-65,68",8
44864,4/16/2004,7,others,10.5,9,19.3,10.3,10.3,WBRC,CO-25,10.5
46615,3/31/2004,7,32R,1,6.5,7.5,1,1,OT-3,CO-13,1
46616,3/31/2004,7,32R,0.333333,7.5,8.1,0.2,0.2,OT-3,CO-21,0.333333
46624,3/31/2004,7,32R,0.333333,9.5,10.1,0.2,0.2,OT-3,CO-2,0.333333
46640,3/31/2004,7,others,7.75,9,16.45,7.45,7.45,others,"CO-5,8,11",7.75
47826,3/21/2004,7,others,10,9,19,10,10,others,CO-28,10
47929,3/20/2004,7,20P,10,9,19,10,10,others,"CO-79,80",10
50022,3/3/2004,7,others,9.5,9,18.3,9.3,9.3,others,"CO-6,9,12",9.5
50641,2/27/2004,7,others,0.833333,20,20.5,0.5,0.5,others,CO-69,0.833333
51719,2/19/2004,7,others,9.25,9.3,18.45,9.15,9.15,BRC,CO-32,9.25
52189,2/15/2004,7,20R,12.833333,12,0.5,12.5,12.5,others,CO-10,12.833333
52954,2/10/2004,7,20.64P,8.75,10,18.45,8.45,8.45,others,"CO-66,69",8.75
53994,2/2/2004,7,others,5,10,15,5,5,BRC,CO-30,5
54068,2/2/2004,7,others,5,9,14,5,5,BRC,CO-22,5
54078,2/2/2004,7,25R,11,9,20,11,11,others,"CO-17,76",11
54445,1/30/2004,7,others,1.666667,15.1,16.5,1.4,1.4,LOCP,CO-50,1.666667
54779,1/27/2004,7,16R,9,9,18,9,9,BRC,CO-34,9
56355,1/15/2004,7,others,10.5,9,19.3,10.3,10.3,BRC,CO-30,10.5
56631,1/13/2004,7,32R,9,9,18,9,9,others,CO-7,9
58066,1/2/2004,7,20P,8.5,10,18.3,8.3,8.3,BRC,CO-32,8.5
59594,12/21/2003,7,others,6.416667,12,18.25,6.25,6.25,others,CO-78,6.416667
59597,12/21/2003,7,others,9,10,19,9,9,BRC,CO-34,9
59600,12/21/2003,7,16R,2,13.3,15.3,2,2,LOCP,CO-51,2
60030,12/18/2003,7,16R,1.5,0,1.3,1.3,1.3,BRC,CO-34,1.5
60058,12/18/2003,7,16R,2.25,6,8.15,2.15,5.15,LOCP,CO-39,2.25
60558,12/15/2003,7,16P,3,3,6,3,3,LOCP,CO-39,3
60729,12/13/2003,7,others,10.333333,9.3,19.5,10.2,10.2,others,CO-6,10.333333
61592,12/7/2003,7,20R,1.75,11.2,13.05,1.45,1.45,OT-2,CO-9,1.75
61601,12/7/2003,7,20R,7.166667,11.2,18.3,7.1,7.1,others,CO-9,7.166667
61631,12/7/2003,7,20R,9,10,19,9,9,BRC,CO-31,9
62127,12/3/2003,7,20.64P,10.5,9.3,20,10.3,10.3,LOCP,CO-56,10.5
63106,11/25/2003,7,25R,0.583333,18.4,19.15,0.35,0.35,OT-2,CO-9,0.583333
63250,11/24/2003,7,others,2,18.2,20.2,2,2,OT-3,CO-2,2
63796,11/20/2003,7,others,4.5,8,12.3,4.3,4.3,others,"CO-5,8,11",4.5
64426,11/15/2003,7,36R,10,9,19,10,10,others,"CO-7,10",10
65587,11/7/2003,7,others,8.5,9,17.3,8.3,8.3,others,"CO-63,66",8.5
65599,11/7/2003,7,16R,11.5,9,20.3,11.3,11.3,others,CO-7,11.5
66603,10/31/2003,7,20.64P,9.833333,8.3,18.2,9.5,9.5,others,CO-59,9.833333
66792,10/29/2003,7,others,12.666667,9,21.4,12.4,12.4,others,CO-5,12.666667
67482,10/24/2003,7,others,5.916667,9.5,15.45,5.55,5.55,LOCP,CO-38,5.916667
69447,10/11/2003,7,others,1,0,0,1,1,BRC,CO-66,1
70041,10/7/2003,7,others,1.666667,6,7.4,1.4,1.4,OT-2,"CO-14,15",1.666667
70901,10/1/2003,7,others,2.5,6,8.3,2.3,3,RMB,CO-71,2.5
71392,9/27/2003,7,20.64P,7.5,9,16.3,7.3,7.3,others,"CO-66,69",7.5
71405,9/27/2003,7,20.64P,7.5,9,16.3,7.3,7.3,others,"CO-6,9,12",7.5
71524,9/26/2003,7,20.64P,0.5,5.3,6,0.3,0.3,RMB,CO-71,0.5
72239,9/22/2003,7,others,2.25,11.25,13.4,2.15,2.15,LOCP,CO-44,2.25
72358,9/21/2003,7,25R,10,9,19,10,10,others,"CO-6,9,12",10
73010,9/17/2003,7,20R,10.916667,12.15,23.1,10.55,10.55,others,CO-67,10.916667
73889,9/11/2003,7,16P,8.166667,9,17.1,8.1,8.1,WBRC,"CO-26,61",8.166667
73898,9/11/2003,7,others,10.25,9,19.15,10.15,10.15,others,CO-15,10.25
73998,9/11/2003,7,16P,2,6,8,2,2,LOCP,CO-111,2
74761,9/6/2003,7,others,3,14,17,3,3,LOCP,CO-44,3
74824,9/5/2003,7,others,2.5,17,19.3,2.3,2.3,LOCP,CO-44,2.5
74826,9/5/2003,7,others,4,8,12,4,4,others,CO-73,4
75180,9/2/2003,7,others,8.75,9,17.45,8.45,8.45,others,"CO-6,9,12",8.75
76777,8/22/2003,7,others,6.75,9.5,16.35,6.45,6.45,WBRC,CO-66,6.75
77062,8/20/2003,7,others,3.083333,15.15,18.2,3.05,3.05,LOCP,CO-44,3.083333
77747,8/15/2003,7,25R,2.5,10.3,13,2.3,2.3,LOCP,CO--44,2.5
78748,8/8/2003,7,16R,2.75,3.15,6,2.45,2.45,LOCP,CO-44,2.75
79631,8/2/2003,7,20P,0.583333,6.35,7.1,0.35,0.35,LOCP,CO-49,0.583333
80079,7/30/2003,7,20.64P,1.333333,15,16.2,1.2,1.2,others,CO-66,1.333333
80080,7/30/2003,7,20.64P,3.833333,6,9.5,3.5,12.2,others,CO-66,3.833333
80204,7/29/2003,7,others,0.5,11,11.3,0.3,0.3,LOCP,CO-44,0.5
525,3/27/2005,8,10R,8.5,21.3,6,8.3,8.3,others,CO-66,8.5
655,3/26/2005,8,10R,6.5,10,16.3,6.3,6.3,BRC,CO-32,6.5
662,3/26/2005,8,10R,8.5,10,18.3,8.3,8.3,others,CO-60,8.5
757,3/25/2005,8,12R,5,12,17,5,5,LOCP,CO-44,5
1225,3/21/2005,8,6P,3,17,20,3,3,LOCP,CO-29,3
2228,3/13/2005,8,5.5P,9.333333,9.3,18.5,9.2,9.2,others,CO-5,9.333333
2412,3/11/2005,8,others,8.75,10,18.45,8.45,8.45,others,CO-5,8.75
3043,3/6/2005,8,12R,9,9,18,9,9,BRC,CO-31,9
3200,3/5/2005,8,12R,4.5,8.4,13.1,4.3,4.3,LOCP,CO-38,4.5
3480,3/2/2005,8,8R,0.25,3.45,4,0.15,0.15,OT-1,CO-11,0.25
4424,2/23/2005,8,10P,7.416667,6,13.25,7.25,7.25,WBRC,CO-25,7.416667
5256,2/17/2005,8,7P,3.5,6,9.3,3.3,5.15,LOCP,CO-48,3.5
5298,2/16/2005,8,7P,3,17.3,20.3,3,3,others,CO-117,3
6097,2/11/2005,8,5.5P,1.5,0,0,1.3,1.3,OT-1,CO-61,1.5
6260,2/9/2005,8,6P,9,10,19,9,9,others,"CO-35,87",9
6444,2/8/2005,8,12P,1.75,4.15,6,1.45,1.45,LOCP,CO-48,1.75
6636,2/6/2005,8,12R,1.333333,6,7.2,1.2,11.3,LOCP,CO-44,1.333333
6637,2/6/2005,8,12R,1.5,16.15,17.45,1.3,1.3,LOCP,CO-29,1.5
7083,2/3/2005,8,8P,9,9,18,9,9,others,"CO-7,10,13",9
7128,2/3/2005,8,8P,0.666667,0,0,0.4,0.4,LOCP,CO-44,0.666667
7731,1/30/2005,8,8R,1.75,11,12.45,1.45,1.45,LOCP,CO-44,1.75
7774,1/29/2005,8,8R,7.666667,10.3,18.1,7.4,7.4,others,"CO-61,64",7.666667
7834,1/29/2005,8,8R,10.166667,19.5,6,10.1,10.1,LOCP,CO-44,10.166667
9015,1/19/2005,8,others,1,14,15,1,1,RMB,CO-71,1
9081,1/19/2005,8,6.5P,3.75,23.3,3.15,3.45,3.45,LOCP,CO-44,3.75
9431,1/16/2005,8,10R,8,10,18,8,8,others,"CO-17,76",8
9582,1/15/2005,8,10R,0.5,11,11.3,0.3,0.3,RMB,CO-71,0.5
9584,1/15/2005,8,10R,0.5,10,10.3,0.3,0.3,RMB,CO-71,0.5
10776,1/6/2005,8,10R,0.583333,10.45,11.2,0.35,0.35,others,CO-32,0.583333
11010,1/4/2005,8,12.7P,1,10.15,11.15,1,1,RMB,CO-71,1
11971,12/28/2004,8,7P,0.75,11.15,12,0.45,0.45,BRC,CO-30 ,0.75
12024,12/27/2004,8,5.5P,0.916667,9.5,10.45,0.55,0.55,BRC,CO-30 ,0.916667
12082,12/27/2004,8,5.5P,10.5,9,19.3,10.3,10.3,others,"CO-6,9,12",10.5
12707,12/22/2004,8,12P,10.5,8.3,19,10.3,10.3,BRC,CO-30,10.5
14467,12/9/2004,8,6.5P,9,9,18,9,9,BRC,CO-32,9
14745,12/7/2004,8,10P,9,9,18,9,9,others,CO-1,9
15449,12/1/2004,8,6P,8.166667,9,17.1,8.1,8.1,others,CO-61,8.166667
16004,11/27/2004,8,12R,8.5,9.3,18,8.3,8.3,others,CO-5,8.5
16845,11/21/2004,8,7P,1.5,6,7.3,1.3,1.3,LOCP,CO-51,1.5
17527,11/15/2004,8,8R,9,9.3,18.3,9,9,others,CO-18,9
19077,11/3/2004,8,12P,9.333333,9,18.2,9.2,9.2,others,"CO-5,8,11",9.333333
19082,11/3/2004,8,12P,9.333333,9,18.2,9.2,9.2,BRC,CO-32,9.333333
19225,11/2/2004,8,12P,2.75,6,8.45,2.45,5.3,LOCP,CO-48,2.75
20046,10/27/2004,8,7P,3.75,2.15,6,3.45,3.45,LOCP,CO-48,3.75
20722,10/22/2004,8,10P,8.5,9,17.3,8.3,8.3,BRC,CO-32,8.5
20803,10/21/2004,8,8R,8.5,9,17.3,8.3,8.3,others,CO-59,8.5
21062,10/19/2004,8,8R,8.5,9,17.3,8.3,8.3,WBRC,CO-25,8.5
21483,10/16/2004,8,8P,7.25,10,17.15,7.15,7.15,LOCP,"CO-36,37",7.25
21514,10/16/2004,8,8P,9.166667,9,18.1,9.1,9.1,BRC,CO-31,9.166667
21523,10/16/2004,8,8P,9.166667,9,18.1,9.1,9.1,others,"CO-63,66",9.166667
24936,9/17/2004,8,12R,2,14,16,2,2,LOCP,CO-29,2
24941,9/17/2004,8,12R,8.666667,9.2,18,8.4,8.4,others,CO-7,8.666667
25361,9/13/2004,8,8R,6,20,2,6,6,others,CO-91,6
25481,9/12/2004,8,8R,2.5,7.3,10,2.3,2.3,others,CO-7,2.5
25500,9/12/2004,8,8R,9.25,9.3,18.45,9.15,9.15,others,CO-5,9.25
25591,9/11/2004,8,8R,1,18.45,19.45,1,1,OT-1,CO-4 ,1
25651,9/11/2004,8,8R,1.5,6,7.3,1.3,1.5,OT-1,CO-7,1.5
26037,9/8/2004,8,10R,5.583333,7.4,13.15,5.35,5.35,LOCP,CO-48,5.583333
26488,9/4/2004,8,6.5P,2,22,0,2,2,LOCP,CO-48,2
26975,8/31/2004,8,12P,0.333333,5.4,6,0.2,0.2,OT-1,CO-7,0.333333
26995,8/31/2004,8,12R,1.75,6.45,8.3,1.45,1.45,others,CO-66,1.75
27207,8/30/2004,8,12R,7.333333,9,16.2,7.2,7.2,others,CO-68,7.333333
27216,8/30/2004,8,12R,8.833333,9,17.5,8.5,8.5,others,CO-35,8.833333
27851,8/24/2004,8,7P,8.833333,9,17.5,8.5,8.5,WBRC,CO-26,8.833333
27853,8/24/2004,8,7P,6.833333,11,17.5,6.5,6.5,BRC,CO-32,6.833333
28613,8/18/2004,8,8R,0.833333,15.3,16.2,0.5,0.5,OT-2,CO-21,0.833333
28646,8/18/2004,8,8R,3,14,17,3,3,others,CO-70,3
28648,8/18/2004,8,8R,2.333333,14,16.2,2.2,2.2,others,CO-21,2.333333
29198,8/14/2004,8,6.5P,19,10,5,19,19,others,"CO-78,85",19
29203,8/14/2004,8,6.5P,1,0,0,1,1,BRC,CO-30,1
29247,8/13/2004,8,others,1,0,0,1,1,BRC,CO-31,1
31443,7/27/2004,8,10R,9,9.3,18.3,9,9,others,"CO-61,64",9
31667,7/25/2004,8,6.5P,0.5,19.45,20.15,0.3,0.3,OT-3,CO-22,0.5
32129,7/22/2004,8,7P,9.5,9,18.3,9.3,9.3,others,CO-6,9.5
32590,7/18/2004,8,5.5P,0.833333,2.3,3.2,0.5,0.5,OT-2,CO-14,0.833333
33021,7/15/2004,8,6P,4.333333,12.4,17,4.2,4.2,others,CO-14,4.333333
33308,7/13/2004,8,12P,1.5,15.1,16.4,1.3,1.3,others,CO-70,1.5
34796,7/1/2004,8,7P,0.583333,4.4,5.15,0.35,0.35,WBRC,CO-25,0.583333
35100,6/29/2004,8,7P,2.166667,2.5,5,2.1,2.1,WBRC,CO-26,2.166667
35601,6/25/2004,8,5.5P,8,10,18,8,8,others,"CO-5,8,11",8
36209,6/20/2004,8,10R,1.25,8.5,10.05,1.15,1.15,OT-1,CO-4,1.25
37725,6/8/2004,8,12P,9,9,18,9,9,others,"CO-59,62",9
37878,6/7/2004,8,12R,12,8,20,12,12,others,CO-22,12
38500,6/3/2004,8,7P,0.5,1.3,2,0.3,0.3,BRC,CO-66,0.5
38978,5/31/2004,8,5.5P,8.833333,10,18.5,8.5,8.5,others,"CO-60,63",8.833333
